Date,Team,Acquired,Relinquished,Notes
2018-02-11,Kings,Jack Cooley,,activated from IL
2018-02-11,Knicks,Enes Kanter,,returned to lineup
2018-02-11,Mavericks,,Dirk Nowitzki,placed on IL with left ankle effusion / rest
2018-02-11,Mavericks,,Jose Barea ,rest (DTD)
2018-02-11,Mavericks,,Salah Mejri,stiff neck (DTD)
2018-02-11,Mavericks,,Wes Matthews Jr.,placed on IL with tightness in lower back / rest
2018-02-11,Pacers,,T.J. Leaf,placed on IL with sore left calf
2018-02-11,Raptors,Malachi Richardson,,returned to lineup
2018-02-11,Spurs,,LaMarcus Aldridge,sore right knee (DTD)
2018-02-11,Wizards,,Tim Frazier,fractured nose (DTD)
2018-02-11,Grizzlies,,Brice Johnson,placed on IL
2018-02-11,Pacers,Ike Anigbogu,,activated from IL
2018-02-11,Grizzlies,Myke Henry,,activated from IL
2018-02-12,Bulls,,Antonio Blakeney,placed on IL
2018-02-12,Bulls,Zach LaVine,,activated from IL
2018-02-12,Clippers,Milos Teodosic,,returned to lineup
2018-02-12,Pistons,,Kay Felder,placed on IL
2018-02-12,Pistons,,Reggie Hearn,placed on IL
2018-02-12,Pistons,Dwight Buycks,,activated from IL
2018-02-12,Spurs,,LaMarcus Aldridge,placed on IL with sore right knee
2018-02-12,Spurs, Tony Parker,,activated from IL
2018-02-12,Spurs,Dejounte Murray,,returned to lineup
2018-02-12,Suns,,Alec Peters,placed on IL
2018-02-12,Suns,,Danuel House,placed on IL
2018-02-12,Suns,,Tyler Ulis,placed on IL with lower back injury
2018-02-12,Suns,Tyson Chandler,,activated from IL
2018-02-12,Warriors,,Draymond Green,placed on IL with sprained left index finger
2018-02-12,Jazz,,Tony Bradley,gastroenteritis (DTD)
2018-02-13,Bucks,,John Henson,placed on IL with sore right hamstring
2018-02-13,Bucks,D.J. Wilson,,activated from IL
2018-02-13,Knicks,,Kristaps Porzingis,surgery on left knee to repair torn ACL (out for season)
2018-02-13,Mavericks,Dirk Nowitzki,,activated from IL
2018-02-13,Mavericks,Salah Mejri,,returned to lineup
2018-02-13,Mavericks,Wes Matthews Jr.,,activated from IL
2018-02-13,Thunder,,P.J. Dozier,placed on IL
2018-02-13,Thunder,Carmelo Anthony,,activated from IL
2018-02-13,Thunder,Russell Westbrook,,activated from IL
2018-02-13,Jazz,Tony Bradley,,returned to lineup
2018-02-13,Thunder,,Daniel Hamilton,placed on IL
2018-02-14,76ers,,Joel Embiid,sore right ankle (DTD)
2018-02-14,76ers,,Justin Anderson,placed on IL with sprained right ankle
2018-02-14,Bulls,,Omer Asik,placed on IL
2018-02-14,Bulls,Kris Dunn,,activated from IL
2018-02-14,Grizzlies,,Wayne Selden Jr.,placed on IL with sore right knee
2018-02-14,Grizzlies,Chandler Parsons,,activated from IL
2018-02-14,Grizzlies,Deyonta Davis,,returned to lineup
2018-02-14,Hawks,,Dennis Schroder,tightness in lower back (DTD)
2018-02-14,Hawks,,Ersan Ilyasova,placed on IL with sprained right shoulder
2018-02-14,Hawks,,Kent Bazemore,rest (DTD)
2018-02-14,Hawks,Andrew White III,,activated from IL
2018-02-14,Nets,,Jahlil Okafor,tightness in left calf (DTD)
2018-02-14,Rockets,,Eric Gordon,bruised right knee (DTD)
2018-02-14,Suns,,Tyson Chandler,neck spasms (DTD)
2018-02-14,Suns,Devin Booker,,activated from IL
2018-02-14,Suns,Tyler Ulis,,activated from IL
2018-02-14,Warriors,,Patrick McCaw,placed on IL with fractured left wrist
2018-02-14,Warriors,Draymond Green,,activated from IL
2018-02-14,Wizards,,Jason Smith,placed on IL with illness
2018-02-14,Wizards,,Tim Frazier,placed on IL recovering from surgery to repair fractured nose
2018-02-14,Wizards,Devin Robinson,,activated from IL
2018-02-14,Wizards,Markieff Morris,,returned to lineup
2018-02-15,Lakers,,Alex Caruso,placed on IL
2018-02-15,Nuggets,,Richard Jefferson,right wrist injury (DTD)
2018-02-15,Nuggets,,Torrey Craig,placed on IL with hamstring injury
2018-02-16,Lakers,,Channing Frye,appendectomy (out indefinitely)
2018-02-17,Lakers,,Channing Frye,appendectomy (out indefinitely)
2018-02-22,76ers,Joel Embiid,,returned to lineup
2018-02-22,Bulls,,Justin Holiday,placed on IL
2018-02-22,Bulls,,Robin Lopez,placed on IL
2018-02-22,Bulls,,Ryan Arcidiacono,placed on IL
2018-02-22,Bulls,Cameron Payne,,activated from IL
2018-02-22,Bulls,Omer Asik,,activated from IL
2018-02-22,Clippers,,Avery Bradley,placed on IL with athletic pubalgia / sports hernia (out for season)
2018-02-22,Grizzlies,,Chandler Parsons,illness (DTD)
2018-02-22,Hawks,,Malcolm Delaney,strained right knee (DTD)
2018-02-22,Hawks,Dennis Schroder,,returned to lineup
2018-02-22,Kings,,De'Aaron Fox,placed on IL with conjunctivitis / pink eye
2018-02-22,Kings,,Jack Cooley,placed on IL
2018-02-22,Kings,,Kosta Koufos,placed on IL with illness
2018-02-22,Kings,Frank Mason,,activated from IL
2018-02-22,Kings,Skal Labissiere,,activated from IL
2018-02-22,Magic,Aaron Gordon,,returned to lineup
2018-02-22,Magic,Nikola Vucevic,,activated from IL
2018-02-22,Nets,Jahlil Okafor,,returned to lineup
2018-02-22,Wizards,Jason Smith,,activated from IL
2018-02-22,Wizards,Tim Frazier,,activated from IL
2018-02-22,Hawks,,Antonius Cleveland,left ankle injury (DTD)
2018-02-23,Bucks,John Henson,,activated from IL
2018-02-23,Celtics,,Kadeem Allen,placed on IL
2018-02-23,Celtics,Marcus Smart,,activated from IL
2018-02-23,Clippers,,Danilo Gallinari,sprained right hand (DTD)
2018-02-23,Jazz,,Erik McCree,placed on IL
2018-02-23,Jazz,,Raul Neto,sprained right ankle (DTD)
2018-02-23,Jazz,Ricky Rubio,,activated from IL
2018-02-23,Lakers,,Gary Payton II,placed on IL
2018-02-23,Lakers,Lonzo Ball,,activated from IL
2018-02-23,Mavericks,,Jalen Jones,placed on IL
2018-02-23,Mavericks,,Johnathan Motley,placed on IL
2018-02-23,Nuggets,Mason Plumlee,,activated from IL
2018-02-23,Pacers,,Ben Moore,placed on IL
2018-02-23,Pacers,,Ike Anigbogu,placed on IL
2018-02-23,Pacers,Glenn Robinson III,,activated from IL
2018-02-23,Pacers,T.J. Leaf,,activated from IL
2018-02-23,Rockets,,Eric Gordon,illness (DTD)
2018-02-23,Rockets,,Markel Brown,placed on IL
2018-02-23,Rockets,Trevor Ariza,,activated from IL
2018-02-23,Spurs,,Danny Green,illness (DTD)
2018-02-23,Spurs,,Darrun Hilliard,placed on IL
2018-02-23,Spurs,,Derrick White,placed on IL
2018-02-23,Spurs,LaMarcus Aldridge,,activated from IL
2018-02-23,Spurs,Rudy Gay,,activated from IL
2018-02-23,Suns,,Tyson Chandler,placed on IL with neck spasms
2018-02-23,Timberwolves,Marcus Georges-Hunt,,activated from IL
2018-02-24,Bulls,,Paul Zipser,left foot injury (DTD)
2018-02-24,Celtics,,Aron Baynes,placed on IL with sprained left elbow
2018-02-24,Celtics,,Guerschon Yabusele,placed on IL
2018-02-24,Celtics,Shane Larkin,,activated from IL
2018-02-24,Grizzlies,,Marc Gasol,DNP
2018-02-24,Grizzlies,,Tyreke Evans,placed on IL with right rib injury
2018-02-24,Grizzlies,Brice Johnson,,activated from IL
2018-02-24,Grizzlies,Kobi Simmons,,activated from IL
2018-02-24,Kings,,JaKarr Sampson,placed on IL
2018-02-24,Kings,De'Aaron Fox,,activated from IL
2018-02-24,Kings,Kosta Koufos,,activated from IL
2018-02-24,Lakers,,Lonzo Ball,placed on IL with sore left knee
2018-02-24,Lakers,,Thomas Bryant,placed on IL
2018-02-24,Lakers,Alex Caruso,,activated from IL
2018-02-24,Timberwolves,,Jimmy Butler,placed on IL with meniscus injury in right knee
2018-02-24,Timberwolves,Justin Patton,,activated from IL
2018-02-24,Warriors,Quinn Cook,,activated from IL
2018-02-24,Lakers,,Channing Frye,recovering from appendectomy (DTD)
2018-02-25,Spurs,,Manu Ginobili,bruised sternum (DTD)
2018-02-25,Spurs,Danny Green,,returned to lineup
2018-02-25,Timberwolves,,Jimmy Butler,surgery on right knee to repair meniscus injury
2018-02-26,Bulls,,Zach LaVine,placed on IL for rest / recovering from surgery on left knee
2018-02-26,Bulls,Justin Holiday,,activated from IL
2018-02-26,Celtics,Aron Baynes,,activated from IL
2018-02-26,Hawks,,Antonius Cleveland,placed on IL with left ankle injury
2018-02-26,Hawks,,DeAndre Bembry,strained abdominal (DTD)
2018-02-26,Hawks,Josh Magette,,activated from IL
2018-02-26,Kings,,Garrett Temple,back injury (DTD)
2018-02-26,Lakers,,Alex Caruso,placed on IL
2018-02-26,Lakers,Lonzo Ball,,activated from IL
2018-02-26,Nets,,Isaiah Whitehead,placed on IL
2018-02-26,Nets,,Jahlil Okafor,illness (DTD)
2018-02-26,Nets,,James Webb III,placed on IL
2018-02-26,Nets,Caris LeVert,,activated from IL
2018-02-26,Nets,Rondae Hollis-Jefferson,,activated from IL
2018-02-26,Raptors,,Malachi Richardson,placed on IL
2018-02-26,Raptors,Malcolm Miller,,activated from IL
2018-02-26,Rockets,,Brandan Wright,sore right knee (DTD)
2018-02-26,Rockets,,Clint Capela,illness (DTD)
2018-02-26,Rockets,,Ryan Anderson,sore left groin/hip (DTD)
2018-02-26,Warriors,,Kevon Looney,placed on IL
2018-02-26,Warriors,Jordan Bell,,activated from IL
2018-02-26,Hawks,Ersan Ilyasova,,activated from IL
2018-02-27,Bulls,,Justin Holiday,placed on IL
2018-02-27,Bulls,Zach LaVine,,activated from IL
2018-02-27,Cavaliers,,Jeff Green,placed on IL with sore lower back
2018-02-27,Cavaliers,London Perrantes,,activated from IL
2018-02-27,Grizzlies,,Deyonta Davis,left ankle injury (DTD)
2018-02-27,Heat,,Jordan Mickey,placed on IL
2018-02-27,Heat,Kelly Olynyk,,returned to lineup
2018-02-27,Nuggets,,Juan Hernangomez,placed on IL
2018-02-27,Nuggets,,Monte Morris,placed on IL
2018-02-27,Nuggets,Paul Millsap,,activated from IL
2018-02-27,76ers,Demetrius Jackson,,activated from IL
2018-02-27,Heat,Rodney McGruder,,activated from IL
2018-02-28,Bucks,,Tony Snell,bruised right thigh (DTD)
2018-02-28,Celtics,,Daniel Theis,sore right hamstring (DTD)
2018-02-28,Clippers,,Tyrone Wallace,placed on IL
2018-02-28,Grizzlies,,Deyonta Davis,placed on IL with left ankle injury
2018-02-28,Grizzlies,,Kobi Simmons,placed on IL
2018-02-28,Hawks,Malcolm Delaney,,returned to lineup
2018-02-28,Hornets,,Cody Zeller,placed on IL with sore left knee
2018-02-28,Hornets,,Michael Kidd-Gilchrist,sore left hamstring (DTD)
2018-02-28,Hornets,Julyan Stone,,activated from IL
2018-02-28,Lakers,,Josh Hart,fractured left hand (out indefinitely)
2018-02-28,Mavericks,Nerlens Noel,,activated from IL
2018-02-28,Rockets,Clint Capela,,returned to lineup
2018-02-28,Rockets,Eric Gordon,,returned to lineup
2018-02-28,Spurs,,Pau Gasol,placed on IL with bruised left knee
2018-02-28,Spurs,Derrick White,,activated from IL
2018-02-28,Spurs,Manu Ginobili,,returned to lineup
2018-02-28,Suns,,Davon Reed,placed on IL
2018-02-28,Suns,,T.J. Warren,placed on IL with tailbone injury / concussion
2018-02-28,Suns,Tyson Chandler,,activated from IL
2018-02-28,Clippers,C.J. Williams,,activated from IL
2018-03-01,Cavaliers,Jeff Green,,activated from IL
2018-03-01,Heat,,Tyler Johnson,placed on IL with bruised left quadricep
2018-03-01,Heat,,Wayne Ellington,bruised left quadricep (DTD)
2018-03-01,Heat,Jordan Mickey,,activated from IL
2018-03-01,Kings,Garrett Temple,,returned to lineup
2018-03-01,Lakers,,Channing Frye,placed on IL with recovering from appendectomy
2018-03-01,Lakers,,Josh Hart,placed on IL with fractured left hand
2018-03-01,Lakers,Gary Payton II,,activated from IL
2018-03-01,Lakers,Thomas Bryant,,activated from IL
2018-03-01,Nuggets,Torrey Craig,,activated from IL
2018-03-02,Clippers,,Danilo Gallinari,fractured right hand (out indefinitely)
2018-03-02,Grizzlies,,Andrew Harrison,right wrist injury (DTD)
2018-03-02,Grizzlies,,Chandler Parsons,placed on IL with illness
2018-03-02,Grizzlies,,JaMychal Green,illness (DTD)
2018-03-02,Grizzlies,Kobi Simmons,,activated from IL
2018-03-02,Grizzlies,Wayne Selden Jr.,,activated from IL
2018-03-02,Hornets,Michael Kidd-Gilchrist,,returned to lineup
2018-03-02,Jazz,Raul Neto,,returned to lineup
2018-03-02,Lakers,,Josh Hart,surgery on left hand to repair fracture (out indefinitely)
2018-03-02,Magic,,Arron Afflalo,placed on IL
2018-03-02,Magic,Jonathan Isaac,,activated from IL
2018-03-02,Raptors,,O.G. Anunoby,placed on IL with sprained right ankle
2018-03-02,Suns,,Tyson Chandler,placed on IL with neck spasms
2018-03-02,Suns,T.J. Warren,,activated from IL
2018-03-02,Timberwolves,Amile Jefferson,,activated from IL
2018-03-02,Timberwolves,Anthony Brown,,activated from IL
2018-03-02,Warriors,,Shaun Livingston,placed on IL for rest
2018-03-02,Warriors,Kevon Looney,,activated from IL
2018-03-02,Wizards,,Devin Robinson,placed on IL
2018-03-02,Wizards,,Jason Smith,placed on IL
2018-03-03,Blazers,,Moe Harkless,placed on IL with sore left knee
2018-03-03,Blazers,Wade Baldwin IV,,activated from IL
2018-03-03,Cavaliers,,Jeff Green,placed on IL with sore lower back
2018-03-03,Celtics,Daniel Theis,,returned to lineup
2018-03-03,Grizzlies,,Andrew Harrison,placed on IL with right wrist injury
2018-03-03,Grizzlies,,Marc Gasol,placed on IL for rest
2018-03-03,Grizzlies,,Wayne Selden Jr.,sore right knee (DTD)
2018-03-03,Grizzlies,Chandler Parsons,,activated from IL
2018-03-03,Grizzlies,JaMychal Green,,returned to lineup
2018-03-03,Kings,,Willie Cauley-Stein,placed on IL with strained lower back
2018-03-03,Lakers,,Brandon Ingram,placed on IL with strained left hip flexor
2018-03-03,Lakers,Luol Deng,,activated from IL
2018-03-03,Nuggets,Richard Jefferson,,returned to lineup
2018-03-03,Spurs,,Brandon Paul,placed on IL
2018-03-03,Spurs,,LaMarcus Aldridge,placed on IL with sprained right ankle
2018-03-03,Spurs,Matt Costello,,activated from IL
2018-03-03,Spurs,Pau Gasol,,activated from IL
2018-03-03,Thunder,,Carmelo Anthony,placed on IL for rest
2018-03-04,Bucks,Tony Snell,,returned to lineup
2018-03-04,Cavaliers,,Tristan Thompson,sprained right ankle (DTD)
2018-03-04,Grizzlies,,Mario Chalmers,right hamstring injury (DTD)
2018-03-04,Hornets,,Dwayne Bacon,placed on IL with illness
2018-03-04,Hornets,Cody Zeller,,activated from IL
2018-03-04,Mavericks,,Wes Matthews Jr.,placed on IL with left hip injury
2018-03-04,Nets,Jahlil Okafor,,returned to lineup
2018-03-04,Pelicans,,Emeka Okafor,sprained right ankle (DTD)
2018-03-04,Suns,Tyson Chandler,,activated from IL
2018-03-04,Wizards,,Kelly Oubre Jr.,sore left foot (DTD)
2018-03-05,Bucks,,Tyler Zeller,sore back (DTD)
2018-03-05,Cavaliers,,Tristan Thompson,placed on IL with sprained right ankle
2018-03-05,Celtics,,Kyrie Irving,placed on IL with sore left knee
2018-03-05,Grizzlies,,Jarell Martin,right knee injury (DTD)
2018-03-05,Grizzlies,,Mario Chalmers,right hamstring injury (DTD)
2018-03-05,Grizzlies,Deyonta Davis,,activated from IL
2018-03-05,Grizzlies,Marc Gasol,,activated from IL
2018-03-05,Grizzlies,Wayne Selden Jr.,,returned to lineup
2018-03-05,Hawks,,Malcolm Delaney,sprained left ankle (out for season)
2018-03-05,Heat,,Jordan Mickey,placed on IL
2018-03-05,Heat,Derrick Jones Jr.,,activated from IL
2018-03-05,Heat,Tyler Johnson,,activated from IL
2018-03-05,Hornets,,Michael Carter-Williams,sprained left shoulder (out for season)
2018-03-05,Jazz,,Derrick Favors,neck spasms (DTD)
2018-03-05,Magic,,Rashad Vaughn,placed on IL with sore right knee
2018-03-05,Magic,Arron Afflalo,,activated from IL
2018-03-05,Rockets,,Joe Johnson,illness (DTD)
2018-03-05,Spurs,,Derrick White,placed on IL
2018-03-05,Spurs,,Matt Costello,placed on IL
2018-03-05,Spurs,Brandon Paul,,activated from IL
2018-03-05,Spurs,LaMarcus Aldridge,,activated from IL
2018-03-05,Suns,,Troy Daniels,placed on IL with hyperextended right knee
2018-03-05,Suns,Alec Peters,,activated from IL
2018-03-05,Suns,Davon Reed,,activated from IL
2018-03-06,76ers,Justin Anderson,,activated from IL
2018-03-06,Hawks,,Malcolm Delaney,placed on IL with sprained left ankle (out for season)
2018-03-06,Hornets,,Michael Carter-Williams,placed on IL with sprained left shoulder (out for season)
2018-03-06,Hornets,Dwayne Bacon,,activated from IL
2018-03-06,Pelicans,Emeka Okafor,,returned to lineup
2018-03-06,Raptors,,Nigel Hayes,placed on IL
2018-03-06,Raptors,Alfonzo McKinnie,,activated from IL
2018-03-06,Rockets,,Brandan Wright,placed on IL with sore right knee
2018-03-06,Rockets,,Joe Johnson,placed on IL with illness
2018-03-06,Thunder,,Kyle Singler,placed on IL
2018-03-06,Thunder,Carmelo Anthony,,activated from IL
2018-03-06,Warriors,,David West,placed on IL with cyst in right arm
2018-03-06,Warriors,Shaun Livingston,,activated from IL
2018-03-06,Wizards,Kelly Oubre Jr.,,returned to lineup
2018-03-07,Bucks,,Tyler Zeller,placed on IL with sore back
2018-03-07,Bulls,Justin Holiday,,activated from IL
2018-03-07,Cavaliers,Jeff Green,,activated from IL
2018-03-07,Grizzlies,,Chandler Parsons,placed on IL with illness
2018-03-07,Grizzlies,,Mario Chalmers,right hamstring injury (DTD)
2018-03-07,Jazz,Derrick Favors,,returned to lineup
2018-03-07,Jazz,Tony Bradley,,activated from IL
2018-03-07,Kings,JaKarr Sampson,,activated from IL
2018-03-07,Lakers,Alex Caruso,,activated from IL
2018-03-07,Pistons,,Stanley Johnson,placed on IL with back spasms
2018-03-07,Pistons,Reggie Hearn,,activated from IL
2018-03-07,Spurs,,Pau Gasol,sprained right shoulder (DTD)
2018-03-07,Warriors,,Jordan Bell,sprained right ankle (DTD)
2018-03-07,Magic,Rashad Vaughn,,activated from IL
2018-03-08,Celtics,Kyrie Irving,,activated from IL
2018-03-08,Heat,,Derrick Jones Jr.,placed on IL
2018-03-08,Heat,Wayne Ellington,,activated from IL
2018-03-08,Heat,Wayne Ellington,,returned to lineup
2018-03-08,Magic,,Evan Fournier,sprained MCL in left knee (out for season)
2018-03-08,Spurs,,Pau Gasol,sprained ACL in right knee (DTD)
2018-03-08,Suns,,Davon Reed,placed on IL
2018-03-08,Suns,,T.J. Warren,placed on IL with back spasms
2018-03-08,Suns,Troy Daniels,,activated from IL
2018-03-08,Warriors,,Andre Iguodala,placed on IL with sprained left wrist
2018-03-08,Warriors,,Jordan Bell,placed on IL with sprained right ankle
2018-03-09,Blazers,,Wade Baldwin IV,placed on IL
2018-03-09,Blazers,Moe Harkless,,activated from IL
2018-03-09,Bucks,Tyler Zeller,,activated from IL
2018-03-09,Bulls,,Jarell Eddie,placed on IL
2018-03-09,Bulls,,Omer Asik,placed on IL
2018-03-09,Bulls,Antonio Blakeney,,activated from IL
2018-03-09,Bulls,Robin Lopez,,activated from IL
2018-03-09,Celtics,,Jaylen Brown,concussion (out indefinitely)
2018-03-09,Clippers,,Danilo Gallinari,placed on IL with fractured right hand
2018-03-09,Clippers,Jawun Evans,,activated from IL
2018-03-09,Grizzlies,,Mario Chalmers,placed on IL with right hamstring injury
2018-03-09,Grizzlies,,Myke Henry,placed on IL
2018-03-09,Grizzlies,Jarell Martin,,returned to lineup
2018-03-09,Hornets,,Michael Carter-Williams,surgery on left shoulder to repair posterior tear in labrum (out for season)
2018-03-09,Kings,,De'Aaron Fox,placed on IL with rehab of knee / back injury
2018-03-09,Kings,Jack Cooley,,activated from IL
2018-03-09,Magic,,Aaron Gordon,concussion (DTD)
2018-03-09,Magic,,Evan Fournier,placed on IL with sprained MCL in left knee (out for season)
2018-03-09,Nuggets,,Mason Plumlee,placed on IL
2018-03-09,Nuggets,,Wilson Chandler,placed on IL with sore right hip
2018-03-09,Nuggets,Juan Hernangomez,,activated from IL
2018-03-09,Pacers,,Alex Poythress,placed on IL
2018-03-09,Pacers,Darren Collison,,activated from IL
2018-03-09,Pelicans,,Anthony Davis,sprained left ankle (DTD)
2018-03-09,Pistons,,Dwight Buycks,sprained left ankle (DTD)
2018-03-09,Raptors,,Delon Wright,placed on IL with sore right big toe
2018-03-09,Raptors,Nigel Hayes,,activated from IL
2018-03-09,Rockets,Joe Johnson,,activated from IL
2018-03-09,Thunder,,Terrance Ferguson,concussion (out indefinitely)
2018-03-09,Warriors,,Stephen Curry,placed on IL with sprained right ankle
2018-03-09,Warriors,Damian Jones,,activated from IL
